起始时刻,结束时刻,原始开始索引,原始结束索引,运行时间,加速时间,减速时间,怠速时间,匀速时间,运行距离,最大速度,平均速度,行驶速度,速度标准偏差,最大加速度,加速度段平均加速度,最小减速度,减速段平均减速度,加速度标准偏差,怠速时间比,加速时间比,匀速时间比,减速时间比
2017-12-01 20:41:29,2017-12-01 20:44:06,2185,2294,110,39,29,30,12,1170.0179,44.8,20.516363636363643,28.567088607594943,15.37478889105594,2.1944,0.5192333333333332,-1.5278,-0.4846724137931034,0.38002202383084493,0.2727272727272727,0.35454545454545455,0.10909090909090909,0.2636363636363636
2017-12-01 20:44:06,2017-12-01 20:46:07,2294,2415,122,32,35,29,26,557.4684,28.5,15.081147540983608,19.99891304347826,10.693725139068825,3.3611,0.590275,-2.1667,-0.5325457142857144,0.6771104893875959,0.23770491803278687,0.26229508196721313,0.21311475409836064,0.28688524590163933
2017-12-01 20:46:07,2017-12-01 20:47:35,2415,2499,85,27,26,6,26,304.8964,26.0,11.784705882352943,12.67974683544304,8.86936280905542,2.5,0.6841555555555554,-2.8889,-0.5822692307692308,0.4978673335285935,0.07058823529411765,0.3176470588235294,0.3058823529411765,0.3058823529411765
2017-12-01 20:50:26,2017-12-01 20:52:25,2650,2769,120,22,24,66,8,309.3252,30.5,8.707500000000001,19.715094339622638,11.021271735705863,2.3056,0.5732363636363637,-1.6944,-0.5173583333333333,0.6019364588720977,0.55,0.18333333333333332,0.06666666666666667,0.2
2017-12-01 20:53:06,2017-12-01 20:53:28,2810,2832,23,3,3,15,2,35.6023,13.0,3.1,10.185714285714285,5.169754697890766,2.0556,1.2037,-1.7222,-1.1944333333333332,0.940530398232827,0.6521739130434783,0.13043478260869565,0.08695652173913043,0.13043478260869565
2017-12-01 20:53:31,2017-12-01 20:54:00,2835,2864,30,4,7,14,5,33.3747,10.7,1.926666666666667,3.853333333333334,2.7713974233517864,1.6111,0.8264,-1.1389,-0.4682428571428571,0.768562805934991,0.4666666666666667,0.13333333333333333,0.16666666666666666,0.23333333333333334
2017-12-01 20:54:00,2017-12-01 20:55:25,2864,2947,84,25,28,17,14,432.2479,32.7,16.290476190476188,20.73333333333333,11.831147568285962,1.5,0.525568,-1.3889,-0.47123571428571426,0.4244471489675324,0.20238095238095238,0.2976190476190476,0.16666666666666666,0.3333333333333333
2017-12-01 20:55:37,2017-12-01 20:59:41,2959,3201,243,45,38,148,12,556.861,28.2,7.651028806584362,19.778723404255317,10.503349965959965,1.3611,0.4228355555555555,-1.3889,-0.5036473684210526,0.2883028932434173,0.6090534979423868,0.18518518518518517,0.04938271604938271,0.15637860082304528
2017-12-01 20:59:41,2017-12-01 21:05:29,3201,3549,349,116,123,17,93,1881.47,33.5,18.402865329512895,19.403625377643504,8.173326594989549,2.0,0.46240258620689656,-1.7778,-0.4313447154471544,0.34261224487907527,0.04871060171919771,0.332378223495702,0.2664756446991404,0.3524355300859599
2017-12-01 21:05:29,2017-12-01 21:07:16,3549,3656,108,17,15,63,13,336.271,32.2,10.385185185185186,25.4909090909091,13.710210499040588,2.4722,0.5441235294117647,-1.3333,-0.6314799999999999,0.6595393833288234,0.5833333333333334,0.1574074074074074,0.12037037037037036,0.1388888888888889
2017-12-01 21:07:16,2017-12-01 21:08:46,3656,3746,91,12,12,58,9,90.0834,16.7,3.617582417582418,10.287500000000001,5.437699542322682,2.4444,0.5902666666666666,-1.1111,-0.5879666666666665,0.6446373587083084,0.6373626373626373,0.13186813186813187,0.0989010989010989,0.13186813186813187
2017-12-01 21:08:46,2017-12-01 21:15:45,3746,4038,293,75,61,26,131,2856.8314,53.3,34.26825938566553,37.605243445692885,18.428764630205205,0.9722,0.27703866666666666,-1.9444,-0.3902475409836065,0.20503793511454418,0.08873720136518772,0.25597269624573377,0.447098976109215,0.20819112627986347
2017-12-01 21:15:45,2017-12-01 21:19:25,4038,4202,165,61,55,7,42,1460.7418,33.2,24.381212121212126,25.623566878980895,7.440484083703975,1.9444,0.32558524590163934,-1.75,-0.3631327272727273,0.2804071782462458,0.04242424242424243,0.3696969696969697,0.2545454545454545,0.3333333333333333
2017-12-01 21:19:25,2017-12-01 21:21:15,4202,4312,111,24,21,53,13,365.099,32.4,11.563063063063064,22.517543859649123,12.809725906711579,1.0556,0.37500416666666664,-1.4167,-0.44047619047619047,0.2757143914162951,0.4774774774774775,0.21621621621621623,0.11711711711711711,0.1891891891891892
2017-12-01 21:21:15,2017-12-01 21:22:52,4312,4409,98,30,38,14,16,628.6563,38.5,22.781632653061227,26.898795180722896,12.226684919105741,2.8056,0.5537099999999999,-2.0833,-0.43274736842105277,0.5015434352902635,0.14285714285714285,0.30612244897959184,0.16326530612244897,0.3877551020408163
2017-12-01 21:22:52,2017-12-01 21:24:47,4409,4524,116,46,28,15,27,713.6862,40.2,22.033620689655173,25.559,13.51330387282179,1.3056,0.3822434782608697,-1.75,-0.6279785714285715,0.2789636206088321,0.12931034482758622,0.39655172413793105,0.23275862068965517,0.2413793103448276
2017-12-01 21:24:47,2017-12-01 21:28:43,4524,4760,237,44,40,90,63,1664.0178,51.1,25.01097046413502,40.599999999999994,21.81154369734037,1.2778,0.3484840909090909,-1.6667,-0.39305500000000004,0.2915451091533648,0.379746835443038,0.18565400843881857,0.26582278481012656,0.16877637130801687
2017-12-01 21:28:43,2017-12-01 21:32:22,4760,4939,180,53,29,41,57,2300.4667,58.1,33.95944444444445,44.29492753623188,22.501040813225966,1.2222,0.3459132075471697,-2.2778,-0.7174379310344827,0.2530956120928761,0.22777777777777777,0.29444444444444445,0.31666666666666665,0.16111111111111112
2017-12-01 21:32:22,2017-12-01 21:36:23,4939,5180,242,88,79,21,54,2272.9791,55.5,33.39958677685951,36.73954545454546,17.37518022339173,2.0556,0.36016136363636364,-1.8889,-0.3948670886075949,0.25824173404528716,0.08677685950413223,0.36363636363636365,0.2231404958677686,0.32644628099173556
2017-12-01 21:43:28,2017-12-01 21:47:18,5265,5495,231,83,60,27,61,2307.5755,57.5,35.324675324675326,40.19704433497537,18.389974744131102,2.3889,0.3875542168674699,-3.1944,-0.5481483333333333,0.30534098863689635,0.11688311688311688,0.3593073593073593,0.26406926406926406,0.2597402597402597
2017-12-01 21:47:18,2017-12-01 21:50:50,5495,5707,213,51,46,82,34,1878.0376,74.8,31.461971830985917,51.54923076923077,30.252098162992823,2.9722,0.404686274509804,-1.1667,-0.4528956521739131,0.4480123127859804,0.38497652582159625,0.23943661971830985,0.1596244131455399,0.215962441314554
2017-12-01 21:50:50,2017-12-01 21:58:43,5707,6180,474,171,147,10,146,6276.4878,67.3,47.30548523206752,48.42937365010799,15.934851889250167,1.1667,0.3516894736842105,-2.3611,-0.4138333333333333,0.22691457606271434,0.02109704641350211,0.36075949367088606,0.3080168776371308,0.310126582278481
2017-12-01 21:58:43,2017-12-01 22:04:38,6180,6535,356,88,62,156,50,1186.8707,43.0,11.684831460674156,20.9035175879397,13.186161983641732,1.8611,0.3974079545454545,-1.8889,-0.5645161290322581,0.3267569651955624,0.43820224719101125,0.24719101123595505,0.1404494382022472,0.17415730337078653
2017-12-01 22:04:38,2017-12-01 22:07:14,6535,6646,112,44,25,22,21,977.3663,49.8,20.38214285714286,25.64943820224719,17.287167631979646,2.9722,0.4103522727272727,-1.25,-0.42444000000000004,0.4840915229095156,0.19642857142857142,0.39285714285714285,0.1875,0.22321428571428573
2017-12-01 22:07:14,2017-12-01 22:09:39,6646,6791,146,21,24,82,19,229.1836,24.3,5.203424657534247,12.058730158730159,7.105921905134518,1.9722,0.5171952380952382,-1.4167,-0.45255,0.4333192350637004,0.5616438356164384,0.14383561643835616,0.13013698630136986,0.1643835616438356
2017-12-01 22:10:21,2017-12-01 22:10:58,6833,6870,38,14,14,4,6,85.7135,15.8,7.044736842105264,8.112121212121211,4.188187853528517,1.6111,0.6448499999999999,-2.3611,-0.6507999999999999,0.442058934027858,0.10526315789473684,0.3684210526315789,0.15789473684210525,0.3684210526315789
2017-12-01 22:10:58,2017-12-01 22:11:48,6870,6918,49,13,17,10,9,123.2691,16.4,7.381632653061225,9.274358974358977,5.562548631599689,0.8056,0.3547,-0.9444,-0.38889411764705883,0.24590226039356913,0.20408163265306123,0.2653061224489796,0.1836734693877551,0.3469387755102041
2017-12-01 22:11:48,2017-12-01 22:12:15,6918,6945,28,5,6,14,3,23.0672,7.3,2.185714285714286,4.707692307692308,2.744113468892773,1.2222,0.5444199999999999,-0.5833,-0.4444333333333333,0.40663566247932553,0.5,0.17857142857142858,0.10714285714285714,0.21428571428571427
2017-12-01 22:12:15,2017-12-01 22:13:29,6945,7019,75,24,23,4,24,397.1232,24.8,18.612,19.94142857142857,7.157456138767347,1.4444,0.36573750000000005,-1.0833,-0.3816304347826088,0.2907059111773929,0.05333333333333334,0.32,0.32,0.30666666666666664
2017-12-01 22:13:40,2017-12-01 22:14:41,7030,7091,62,18,15,3,26,297.5648,25.5,16.88548387096774,18.049999999999997,7.835079728515505,2.1111,0.49382777777777787,-2.0278,-0.5296333333333333,0.4399860997878637,0.04838709677419355,0.2903225806451613,0.41935483870967744,0.24193548387096775
2017-12-01 22:14:41,2017-12-01 22:18:59,7091,7349,259,75,59,64,61,1251.9253,38.3,17.215830115830116,22.9840206185567,12.438852781252102,1.8611,0.38741066666666657,-2.6667,-0.4957627118644068,0.30232967622767026,0.2471042471042471,0.28957528957528955,0.23552123552123552,0.2277992277992278
2017-12-01 22:18:59,2017-12-01 22:20:11,7349,7421,73,11,11,48,3,108.0491,24.2,5.298630136986301,16.116666666666664,8.611531241285414,1.25,0.6085818181818182,-1.3889,-0.6060727272727273,0.4020483822083651,0.6575342465753424,0.1506849315068493,0.0410958904109589,0.1506849315068493
2017-12-01 22:20:49,2017-12-01 22:22:44,7459,7574,116,39,41,6,30,683.3482,37.2,20.980172413793102,22.327522935779815,10.395912405971092,2.4167,0.4992820512820512,-1.4722,-0.47086097560975615,0.48152173578955576,0.05172413793103448,0.33620689655172414,0.25862068965517243,0.35344827586206895
2017-12-01 22:22:44,2017-12-01 22:23:18,7574,7608,35,12,10,9,4,91.8379,23.7,9.44857142857143,13.228000000000002,8.135267139348985,1.3889,0.5833333333333334,-2.1944,-0.6944600000000001,0.33270192865887227,0.2571428571428571,0.34285714285714286,0.11428571428571428,0.2857142857142857
2017-12-01 22:23:18,2017-12-01 22:24:24,7608,7674,67,30,23,6,8,474.6101,39.4,25.25522388059701,27.739344262295074,12.18601139884394,1.9722,0.6990733333333333,-5.0278,-0.9106347826086956,0.4574890214875207,0.08955223880597014,0.44776119402985076,0.11940298507462686,0.34328358208955223
2017-12-01 22:25:23,2017-12-01 22:25:47,7733,7757,25,9,8,2,6,80.4701,32.3,11.304,12.845454545454544,10.399137784771709,1.5,0.9814777777777777,-2.0833,-1.121525,0.4639831079300673,0.08,0.36,0.24,0.32
2017-12-01 22:25:47,2017-12-01 22:27:01,7757,7831,75,32,18,6,19,646.9472,44.0,30.785333333333327,33.46231884057971,15.01289259750246,1.8889,0.40016562499999997,-1.9444,-0.7145,0.37467027362940375,0.08,0.4266666666666667,0.25333333333333335,0.24
2017-12-01 22:27:10,2017-12-01 22:28:51,7840,7941,102,13,12,65,12,90.8647,14.0,2.887254901960784,8.180555555555555,4.33876543029629,2.1111,0.40812307692307687,-1.0,-0.4513833333333333,0.5390308033156148,0.6372549019607843,0.12745098039215685,0.11764705882352941,0.11764705882352941
2017-12-01 23:31:54,2017-12-01 23:35:01,10943,11068,126,33,36,1,56,2350.1827,86.4,17.349206349206348,17.629032258064516,9.637557748988037,3.6667,0.7752606060606061,-3.9722,-0.8040138888888888,0.9276615374624094,0.007936507936507936,0.2619047619047619,0.4444444444444444,0.2857142857142857
2017-12-01 23:48:40,2017-12-01 23:58:13,11478,11939,462,91,90,157,124,3347.3129,47.5,17.78160173160173,27.023355263157896,15.683692403487093,2.2778,0.37698461538461536,-3.0833,-0.32129444444444444,0.3292750585834405,0.3398268398268398,0.19696969696969696,0.2683982683982684,0.19480519480519481
2017-12-01 23:58:18,2017-12-02 00:00:33,11944,12068,125,46,35,1,43,201167.923,31.8,14.4248,14.659349593495934,7.426941540443232,3.25,0.7047173913043479,-4.1667,-0.77778,0.7050233601502065,0.008,0.368,0.344,0.28
2017-12-02 06:10:39,2017-12-02 06:14:05,12207,12274,68,18,20,27,3,475.7928,38.0,12.191176470588237,20.21951219512195,12.964402873979237,1.2222,0.49536111111111114,-2.3611,-0.86249,0.3430283201117552,0.39705882352941174,0.2647058823529412,0.04411764705882353,0.29411764705882354
2017-12-02 06:30:33,2017-12-02 06:33:22,12333,12502,170,33,25,90,22,593.2438,41.0,11.041176470588235,23.75949367088608,15.003824318148267,2.1667,0.48821515151515155,-1.6667,-0.632228,0.4364548001520404,0.5294117647058824,0.19411764705882353,0.12941176470588237,0.14705882352941177
2017-12-02 06:33:22,2017-12-02 06:34:33,12502,12573,72,29,12,29,2,423.089,54.8,20.48194444444444,35.11190476190476,21.067726645868536,1.6944,0.5277827586206897,-2.0278,-1.2731416666666666,0.32059513416341967,0.4027777777777778,0.4027777777777778,0.027777777777777776,0.16666666666666666
2017-12-02 06:34:38,2017-12-02 06:36:13,12578,12673,96,44,34,5,13,1125.3003,64.4,41.11354166666666,43.85444444444444,18.209353407935378,3.1111,0.5505022727272727,-2.5278,-0.7132352941176471,0.5079163703770929,0.052083333333333336,0.4583333333333333,0.13541666666666666,0.3541666666666667
2017-12-02 06:36:13,2017-12-02 06:37:49,12673,12769,97,41,43,6,7,608.287,39.3,21.610309278350513,23.291111111111114,10.878825807274294,3.4722,0.6104341463414635,-2.1389,-0.5833325581395349,0.6000720842572815,0.061855670103092786,0.422680412371134,0.07216494845360824,0.44329896907216493
2017-12-02 06:37:49,2017-12-02 06:39:21,12769,12860,92,6,12,69,5,114.8202,26.4,3.082608695652174,12.890909090909092,7.130149709379553,1.3333,0.5648,-1.1389,-0.6435000000000001,0.5399666582299318,0.75,0.06521739130434782,0.05434782608695652,0.13043478260869565
2017-12-02 06:39:21,2017-12-02 06:40:13,12860,12912,53,21,18,5,9,332.5477,42.1,19.515094339622646,22.00638297872341,15.113104301418167,2.25,0.6560761904761906,-2.1111,-0.7669722222222222,0.5514819932733633,0.09433962264150944,0.39622641509433965,0.16981132075471697,0.33962264150943394
2017-12-02 06:48:56,2017-12-02 06:55:13,13096,13473,378,99,75,179,25,2108.6156,58.0,19.465079365079365,37.160606060606064,21.92840647964165,2.9167,0.5117858585858586,-2.9444,-0.6766626666666667,0.46948493901428306,0.47354497354497355,0.2619047619047619,0.06613756613756613,0.1984126984126984
2017-12-02 06:55:13,2017-12-02 07:03:56,13473,13913,441,161,134,25,121,8630.2435,83.3,57.63922902494331,61.250361445783135,21.550312766021225,2.8611,0.4089006211180124,-3.1667,-0.48776641791044784,0.31126432707927165,0.05668934240362812,0.36507936507936506,0.2743764172335601,0.30385487528344673
2017-12-02 08:13:51,2017-12-02 08:14:17,17184,17210,27,7,9,8,3,53.56,15.4,6.366666666666667,9.047368421052632,5.987551188154406,1.6111,0.6309285714285714,-0.9444,-0.5030777777777778,0.46028780023765464,0.2962962962962963,0.25925925925925924,0.1111111111111111,0.3333333333333333
2017-12-02 08:14:17,2017-12-02 08:16:14,17210,17327,118,51,45,4,18,694.2918,43.5,20.300847457627118,21.013157894736842,12.018920239361009,2.4167,0.5931352941176471,-2.6944,-0.6722177777777778,0.4394506820217848,0.03389830508474576,0.4322033898305085,0.15254237288135594,0.3813559322033898
2017-12-02 08:16:27,2017-12-02 08:18:22,17340,17455,116,36,19,38,23,879.3392,53.6,26.745689655172413,40.29220779220778,22.291263222212844,2.9167,0.4074138888888889,-2.0,-0.7690052631578947,0.45827161761980534,0.3275862068965517,0.3103448275862069,0.19827586206896552,0.16379310344827586
2017-12-02 08:18:22,2017-12-02 08:20:39,17455,17592,138,38,33,49,18,1004.4321,54.3,26.042028985507248,40.83863636363637,21.561430865382228,2.7778,0.5299736842105263,-2.1389,-0.6144787878787878,0.5000181378786986,0.35507246376811596,0.2753623188405797,0.13043478260869565,0.2391304347826087
2017-12-02 08:21:01,2017-12-02 08:25:05,17614,17798,185,44,58,54,29,845.4398,41.4,16.131351351351352,22.956153846153846,13.886926554935965,1.5833,0.5227295454545454,-1.5556,-0.36541724137931036,0.32240299466231764,0.2918918918918919,0.23783783783783785,0.15675675675675677,0.31351351351351353
2017-12-02 08:25:05,2017-12-02 08:29:44,17798,18077,280,57,48,162,13,978.9208,51.0,12.416071428571428,29.71367521367521,16.785078037532696,1.0833,0.45321403508771935,-1.9722,-0.5329812500000001,0.2577143465978483,0.5785714285714286,0.20357142857142857,0.04642857142857143,0.17142857142857143
2017-12-02 08:29:44,2017-12-02 08:30:59,18077,18152,76,14,17,25,20,226.7424,23.7,10.47763157894737,15.926000000000002,8.979763897181417,2.4444,0.6111071428571428,-1.6389,-0.5016352941176471,0.593567210197782,0.32894736842105265,0.18421052631578946,0.2631578947368421,0.2236842105263158
2017-12-02 08:32:00,2017-12-02 08:33:00,18213,18273,61,24,19,3,15,256.9603,31.2,15.218032786885246,16.2859649122807,10.136690916282317,1.0556,0.4907375,-1.8333,-0.5950210526315789,0.26488354916748835,0.04918032786885246,0.39344262295081966,0.2459016393442623,0.3114754098360656
2017-12-02 08:33:00,2017-12-02 08:36:39,18273,18492,220,62,38,109,11,1021.1598,58.9,16.596818181818183,33.193636363636365,19.73544522043987,2.8611,0.4973096774193549,-3.1111,-0.8121342105263158,0.422397158580575,0.4954545454545455,0.2818181818181818,0.05,0.17272727272727273
2017-12-02 08:38:00,2017-12-02 08:40:23,18573,18716,144,63,61,4,16,1304.3405,50.4,32.71875,33.89568345323741,11.273745530510848,1.6389,0.503526984126984,-1.4722,-0.5264098360655737,0.30557685649907224,0.027777777777777776,0.4375,0.1111111111111111,0.4236111111111111
2017-12-02 08:40:23,2017-12-02 08:42:17,18716,18772,57,21,7,19,10,650.8532,43.0,20.485964912280703,31.55945945945946,17.76269604894815,1.9167,0.5648095238095238,-0.3611,-0.22617142857142855,0.36939313326693274,0.3333333333333333,0.3684210526315789,0.17543859649122806,0.12280701754385964
2017-12-02 08:42:17,2017-12-02 08:49:55,18772,19120,349,112,122,56,59,4496.9265,60.0,32.46618911174785,38.80376712328767,17.185922218617304,1.6944,0.4072401785714286,-2.3333,-0.39913278688524584,0.2730693712672517,0.16045845272206305,0.3209169054441261,0.16905444126074498,0.3495702005730659
2017-12-02 08:49:55,2017-12-02 08:50:20,19120,19145,26,4,3,18,1,21.0308,13.7,2.707692307692308,10.057142857142855,4.845197463627098,1.4167,0.930575,-2.0,-1.2685333333333333,0.4221933472948147,0.6923076923076923,0.15384615384615385,0.038461538461538464,0.11538461538461539
2017-12-02 08:50:20,2017-12-02 08:55:50,19145,19471,327,51,52,173,51,1036.1087,38.9,9.972477064220184,21.313725490196074,12.398880848662065,1.3056,0.4270196078431373,-1.9722,-0.42307692307692313,0.2872804274708654,0.5290519877675841,0.1559633027522936,0.1559633027522936,0.15902140672782875
2017-12-02 08:55:50,2017-12-02 08:56:12,19471,19493,23,2,3,18,0,6.8584,6.1,0.8608695652173912,4.949999999999999,1.9894583845940634,1.5833,0.8472,-0.8056,-0.5648333333333334,1.0410026032628352,0.782608695652174,0.08695652173913043,0.0,0.13043478260869565
2017-12-02 09:18:11,2017-12-02 09:22:46,19983,20258,276,35,28,178,35,732.5879,35.6,8.95905797101449,25.491752577319584,13.140115864311708,1.25,0.3801571428571428,-2.2222,-0.4702321428571428,0.26531102977638976,0.644927536231884,0.12681159420289856,0.12681159420289856,0.10144927536231885
2017-12-02 09:22:46,2017-12-02 09:27:36,20258,20527,270,24,28,106,112,1482.171,42.8,22.13222222222222,36.660736196319014,18.4552034417621,3.0833,0.5185166666666666,-0.25,-0.14584285714285714,0.620944434023631,0.3925925925925926,0.08888888888888889,0.4148148148148148,0.1037037037037037
2017-12-02 09:27:36,2017-12-02 09:35:15,20527,20829,303,104,85,2,112,3951.2457,59.8,36.39801980198019,36.762,10.489878251662692,3.6667,0.5793240384615385,-6.75,-0.8173188235294115,0.610904220718985,0.006600660066006601,0.3432343234323432,0.3696369636963696,0.28052805280528054
2017-12-02 09:35:15,2017-12-02 09:36:16,20829,20881,53,21,8,4,20,522.2365,48.8,30.83207547169811,34.043749999999996,13.515870636814988,2.5833,0.7142904761904761,-2.4444,-0.659725,0.5304094257314457,0.07547169811320754,0.39622641509433965,0.37735849056603776,0.1509433962264151
2017-12-02 09:36:16,2017-12-02 09:43:35,20881,21242,362,106,59,2,195,5669.7096,261.4,47.2560773480663,47.65097493036212,21.370525669614743,3.0278,0.44234339622641505,-7.7778,-0.8766508474576272,0.4726946724228307,0.0055248618784530384,0.292817679558011,0.5386740331491713,0.16298342541436464
2017-12-02 09:44:07,2017-12-02 09:47:49,21274,21344,71,18,23,5,25,1219.2828,37.5,16.998591549295767,18.567692307692305,14.26705989291163,1.3889,0.603388888888889,-3.0556,-0.7572565217391305,0.429681619326366,0.07042253521126761,0.2535211267605634,0.352112676056338,0.323943661971831
2017-12-02 09:47:49,2017-12-02 09:49:55,21344,21439,96,38,14,1,43,1672.3312,70.3,34.68541666666667,35.80430107526882,24.18310405902899,2.6389,0.7244105263157895,-3.0,-0.825392857142857,0.5204528240372649,0.010416666666666666,0.3958333333333333,0.4479166666666667,0.14583333333333334
2017-12-02 10:03:36,2017-12-02 10:08:52,21829,22066,238,66,49,2,121,2052.3951,37.8,17.158823529411766,17.377872340425533,8.985021870833684,2.8056,0.8186015151515151,-5.3333,-0.8701816326530613,0.66804688055035,0.008403361344537815,0.2773109243697479,0.5084033613445378,0.20588235294117646
2017-12-02 10:08:52,2017-12-02 10:10:26,22066,22139,74,24,30,2,18,419.7456,16.1,7.974324324324325,8.311267605633805,3.53522628408341,2.0833,0.6655125000000001,-1.6389,-0.4601800000000001,0.5028235158560368,0.02702702702702703,0.32432432432432434,0.24324324324324326,0.40540540540540543
2017-12-02 10:23:08,2017-12-02 10:26:10,22266,22448,183,65,69,8,41,467.4839,15.3,7.419672131147542,7.80344827586207,3.1731957582983745,1.7222,0.39188,-1.8333,-0.3695623188405796,0.2783495847176712,0.04371584699453552,0.3551912568306011,0.22404371584699453,0.3770491803278688
2017-12-02 10:26:10,2017-12-02 10:27:19,22448,22517,70,27,20,3,20,258.0706,26.2,12.584285714285715,13.147761194029853,7.204520233939401,1.8056,0.4413592592592593,-1.6389,-0.5958249999999999,0.3853175975330753,0.04285714285714286,0.38571428571428573,0.2857142857142857,0.2857142857142857
2017-12-02 10:27:19,2017-12-02 10:27:54,22517,22552,36,9,8,7,12,89.5239,15.0,6.827777777777779,8.475862068965519,5.6495062293018705,1.1111,0.5401222222222222,-1.6667,-0.6076625,0.28871632607880776,0.19444444444444445,0.25,0.3333333333333333,0.2222222222222222
2017-12-02 10:27:54,2017-12-02 10:28:27,22552,22585,34,7,10,12,5,70.4063,13.9,4.879411764705882,7.540909090909091,5.215232898821328,2.2222,0.5317428571428572,-0.6944,-0.38332,0.751263799334479,0.35294117647058826,0.20588235294117646,0.14705882352941177,0.29411764705882354
2017-12-02 10:32:37,2017-12-02 10:33:10,22599,22632,34,2,3,25,4,9.1108,4.3,0.6794117647058824,2.8875,1.3350245513040837,1.0278,0.5972500000000001,-0.5556,-0.3981666666666667,0.6088896492797362,0.7352941176470589,0.058823529411764705,0.11764705882352941,0.08823529411764706
2017-12-02 10:34:30,2017-12-02 10:36:26,22712,22828,117,50,47,13,7,646.7914,34.6,18.557264957264955,21.07961165048543,10.857615444687184,1.8611,0.492226,-1.4167,-0.5218659574468084,0.3689017770991877,0.1111111111111111,0.42735042735042733,0.05982905982905983,0.4017094017094017
2017-12-02 10:36:40,2017-12-02 10:38:40,22842,22962,121,39,36,23,23,469.0229,27.1,13.264462809917354,16.546391752577318,8.931525247721616,1.7778,0.4686564102564104,-2.4722,-0.49536944444444436,0.3421890819222242,0.19008264462809918,0.32231404958677684,0.19008264462809918,0.2975206611570248
2017-12-02 10:38:40,2017-12-02 10:39:38,22962,23020,59,13,8,34,4,112.5798,28.5,6.101694915254237,15.0,9.363640088043857,1.5,0.6452923076923077,-2.0278,-1.0486125,0.4226603156624684,0.576271186440678,0.22033898305084745,0.06779661016949153,0.13559322033898305
