起始时刻,结束时刻,记录数,原始开始索引,原始结束索引,总秒数,怠速秒数,加速秒数,匀速秒数,减速秒数
2017-12-01 22:13:40,2017-12-01 22:14:41,62,7030,7091,62,3,18,26,15
2017-12-01 22:14:41,2017-12-01 22:18:59,259,7091,7349,259,64,75,61,59
2017-12-01 22:18:59,2017-12-01 22:20:11,73,7349,7421,73,48,11,3,11
2017-12-01 22:20:49,2017-12-01 22:22:44,116,7459,7574,116,6,39,30,41
2017-12-01 22:22:44,2017-12-01 22:23:18,35,7574,7608,35,9,12,4,10
2017-12-01 22:23:18,2017-12-01 22:24:24,67,7608,7674,67,6,30,8,23
2017-12-01 22:25:23,2017-12-01 22:25:47,25,7733,7757,25,2,9,6,8
2017-12-01 22:25:47,2017-12-01 22:27:01,75,7757,7831,75,6,32,19,18
2017-12-01 22:27:10,2017-12-01 22:28:51,102,7840,7941,102,65,13,12,12
2017-12-01 23:31:54,2017-12-01 23:35:01,126,10943,11068,126,1,33,56,36
2017-12-01 23:48:40,2017-12-01 23:58:13,462,11478,11939,462,157,91,124,90
2017-12-01 23:58:18,2017-12-02 00:00:33,125,11944,12068,125,1,46,43,35
2017-12-02 06:10:39,2017-12-02 06:14:05,68,12207,12274,68,27,18,3,20
2017-12-02 06:30:33,2017-12-02 06:33:22,170,12333,12502,170,90,33,22,25
2017-12-02 06:33:22,2017-12-02 06:34:33,72,12502,12573,72,29,29,2,12
2017-12-02 06:34:38,2017-12-02 06:36:13,96,12578,12673,96,5,44,13,34
2017-12-02 06:36:13,2017-12-02 06:37:49,97,12673,12769,97,6,41,7,43
2017-12-02 06:37:49,2017-12-02 06:39:21,92,12769,12860,92,69,6,5,12
2017-12-02 06:39:21,2017-12-02 06:40:13,53,12860,12912,53,5,21,9,18
2017-12-02 06:48:56,2017-12-02 06:55:13,378,13096,13473,378,179,99,25,75
2017-12-02 06:55:13,2017-12-02 07:03:56,441,13473,13913,441,25,161,121,134
2017-12-02 08:13:51,2017-12-02 08:14:17,27,17184,17210,27,8,7,3,9
2017-12-02 08:14:17,2017-12-02 08:16:14,118,17210,17327,118,4,51,18,45
2017-12-02 08:16:27,2017-12-02 08:18:22,116,17340,17455,116,38,36,23,19
2017-12-02 08:18:22,2017-12-02 08:20:39,138,17455,17592,138,49,38,18,33
2017-12-02 08:21:01,2017-12-02 08:25:05,185,17614,17798,185,54,44,29,58
2017-12-02 08:25:05,2017-12-02 08:29:44,280,17798,18077,280,162,57,13,48
2017-12-02 08:29:44,2017-12-02 08:30:59,76,18077,18152,76,25,14,20,17
2017-12-02 08:32:00,2017-12-02 08:33:00,61,18213,18273,61,3,24,15,19
2017-12-02 08:33:00,2017-12-02 08:36:39,220,18273,18492,220,109,62,11,38
2017-12-02 08:38:00,2017-12-02 08:40:23,144,18573,18716,144,4,63,16,61
2017-12-02 08:40:23,2017-12-02 08:42:17,57,18716,18772,57,19,21,10,7
2017-12-02 08:42:17,2017-12-02 08:49:55,349,18772,19120,349,56,112,59,122
2017-12-02 08:49:55,2017-12-02 08:50:20,26,19120,19145,26,18,4,1,3
2017-12-02 08:50:20,2017-12-02 08:55:50,327,19145,19471,327,173,51,51,52
2017-12-02 08:55:50,2017-12-02 08:56:12,23,19471,19493,23,18,2,0,3
2017-12-02 09:18:11,2017-12-02 09:22:46,276,19983,20258,276,178,35,35,28
2017-12-02 09:22:46,2017-12-02 09:27:36,270,20258,20527,270,106,24,112,28
2017-12-02 09:27:36,2017-12-02 09:35:15,303,20527,20829,303,2,104,112,85
2017-12-02 09:35:15,2017-12-02 09:36:16,53,20829,20881,53,4,21,20,8
2017-12-02 09:36:16,2017-12-02 09:43:35,362,20881,21242,362,2,106,195,59
2017-12-02 09:44:07,2017-12-02 09:47:49,71,21274,21344,71,5,18,25,23
2017-12-02 09:47:49,2017-12-02 09:49:55,96,21344,21439,96,1,38,43,14
2017-12-02 10:03:36,2017-12-02 10:08:52,238,21829,22066,238,2,66,121,49
2017-12-02 10:08:52,2017-12-02 10:10:26,74,22066,22139,74,2,24,18,30
2017-12-02 10:23:08,2017-12-02 10:26:10,183,22266,22448,183,8,65,41,69
2017-12-02 10:26:10,2017-12-02 10:27:19,70,22448,22517,70,3,27,20,20
2017-12-02 10:27:19,2017-12-02 10:27:54,36,22517,22552,36,7,9,12,8
2017-12-02 10:27:54,2017-12-02 10:28:27,34,22552,22585,34,12,7,5,10
2017-12-02 10:32:37,2017-12-02 10:33:10,34,22599,22632,34,25,2,4,3
2017-12-02 10:34:30,2017-12-02 10:36:26,117,22712,22828,117,13,50,7,47
2017-12-02 10:36:40,2017-12-02 10:38:40,121,22842,22962,121,23,39,23,36
2017-12-02 10:38:40,2017-12-02 10:39:38,59,22962,23020,59,34,13,4,8
2017-12-02 10:41:05,2017-12-02 10:41:30,26,23107,23132,26,4,13,3,6
2017-12-02 10:44:16,2017-12-02 10:50:38,312,23297,23608,312,157,62,51,42
2017-12-02 10:50:43,2017-12-02 10:55:17,156,23613,23768,156,22,47,32,55
2017-12-02 10:55:17,2017-12-02 10:56:30,74,23768,23841,74,39,15,9,11
2017-12-02 11:10:35,2017-12-02 11:11:37,63,24144,24206,63,14,23,4,22
2017-12-02 11:11:37,2017-12-02 11:13:35,119,24206,24324,119,45,24,23,27
2017-12-02 11:13:35,2017-12-02 11:15:16,61,24324,24384,61,16,28,8,9
2017-12-02 11:15:25,2017-12-02 11:16:41,77,24393,24469,77,20,25,6,26
2017-12-02 11:16:41,2017-12-02 11:19:46,137,24469,24605,137,101,17,4,15
2017-12-02 11:19:46,2017-12-02 11:21:51,126,24605,24730,126,56,31,18,21
2017-12-02 11:21:51,2017-12-02 11:23:01,71,24730,24800,71,8,30,9,24
2017-12-02 11:23:04,2017-12-02 11:24:47,104,24803,24906,104,21,32,21,30
2017-12-02 11:24:47,2017-12-02 11:25:11,25,24906,24930,25,15,3,0,7
2017-12-02 11:25:11,2017-12-02 11:25:57,47,24930,24976,47,25,9,2,11
2017-12-02 11:25:57,2017-12-02 11:28:29,88,24976,25063,88,27,32,11,18
2017-12-02 11:35:03,2017-12-02 11:40:19,251,25457,25707,251,42,89,41,79
2017-12-02 11:40:19,2017-12-02 11:42:06,108,25707,25814,108,53,21,11,23
2017-12-02 11:42:28,2017-12-02 11:42:51,24,25836,25859,24,19,1,3,1
2017-12-02 11:42:51,2017-12-02 11:45:42,125,25859,25983,125,7,42,29,47
2017-12-02 11:45:42,2017-12-02 11:47:18,96,25983,26078,96,7,31,18,40
2017-12-02 11:47:18,2017-12-02 11:55:20,483,26078,26560,483,86,186,78,133
2017-12-02 12:41:48,2017-12-02 12:43:31,104,26733,26836,104,6,38,29,31
2017-12-02 12:43:31,2017-12-02 12:44:36,66,26836,26901,66,11,16,10,29
2017-12-02 15:56:13,2017-12-02 16:02:26,133,26916,27048,133,2,44,44,43
2017-12-02 16:02:26,2017-12-02 16:04:34,129,27048,27176,129,11,54,18,46
2017-12-02 17:19:36,2017-12-02 17:20:03,28,27285,27312,28,9,7,5,7
2017-12-02 17:21:45,2017-12-02 17:24:00,136,27414,27549,136,6,36,62,32
2017-12-02 17:24:00,2017-12-02 17:24:57,58,27549,27606,58,3,22,13,20
2017-12-02 17:24:57,2017-12-02 17:27:10,134,27606,27739,134,37,34,38,25
2017-12-02 17:27:10,2017-12-02 17:30:15,186,27739,27924,186,51,54,33,48
2017-12-02 17:30:15,2017-12-02 17:31:12,58,27924,27981,58,45,5,4,4
2017-12-02 17:31:12,2017-12-02 17:33:42,151,27981,28131,151,42,45,34,30
2017-12-02 17:33:42,2017-12-02 17:35:01,80,28131,28210,80,17,29,8,26
2017-12-02 17:35:01,2017-12-02 17:37:27,147,28210,28356,147,19,41,48,39
2017-12-02 17:49:20,2017-12-02 17:50:29,70,28439,28508,70,1,23,25,21
2017-12-02 17:58:54,2017-12-02 17:59:34,41,28702,28742,41,14,10,5,12
2017-12-02 17:59:34,2017-12-02 18:02:34,181,28742,28922,181,138,12,12,19
2017-12-02 18:19:19,2017-12-02 18:20:07,49,28942,28990,49,8,23,7,11
2017-12-02 18:20:07,2017-12-02 18:22:45,159,28990,29148,159,7,76,27,49
2017-12-02 18:22:45,2017-12-02 18:24:39,115,29148,29262,115,70,15,13,17
2017-12-02 18:24:39,2017-12-02 18:26:37,71,29262,29332,71,37,16,5,13
2017-12-02 18:26:37,2017-12-02 18:27:08,32,29332,29363,32,7,11,3,11
2017-12-02 18:27:18,2017-12-02 18:28:23,66,29373,29438,66,50,7,1,8
2017-12-02 18:28:23,2017-12-02 18:30:36,134,29438,29571,134,61,21,20,32
2017-12-02 18:30:36,2017-12-02 18:31:58,83,29571,29653,83,22,31,9,21
2017-12-02 18:31:58,2017-12-02 18:34:11,133,29653,29785,133,92,20,7,14
2017-12-02 18:34:11,2017-12-02 18:35:13,63,29785,29847,63,29,13,3,18
2017-12-02 18:35:13,2017-12-02 18:38:03,160,29847,30006,160,90,29,17,24
2017-12-02 18:38:59,2017-12-02 18:42:05,187,30062,30248,187,121,37,3,26
2017-12-02 18:42:05,2017-12-02 18:43:39,95,30248,30342,95,27,24,11,33
2017-12-02 18:43:39,2017-12-02 18:44:25,47,30342,30388,47,33,5,5,4
2017-12-02 18:44:33,2017-12-02 18:45:27,55,30396,30450,55,3,23,13,16
2017-12-02 18:45:27,2017-12-02 18:48:26,180,30450,30629,180,14,65,41,60
2017-12-02 18:48:26,2017-12-02 18:56:36,368,30629,30996,368,52,137,85,94
2017-12-02 18:56:36,2017-12-02 18:58:39,120,30996,31115,120,18,34,35,33
2017-12-02 18:58:39,2017-12-02 19:00:16,98,31115,31212,98,52,19,13,14
2017-12-02 19:00:16,2017-12-02 19:03:38,203,31212,31414,203,120,22,30,31
2017-12-02 19:03:38,2017-12-02 19:05:16,66,31414,31479,66,15,23,16,12
2017-12-02 19:05:16,2017-12-02 19:08:18,130,31479,31608,130,13,47,36,34
2017-12-02 19:08:18,2017-12-02 19:11:57,134,31608,31741,134,99,0,15,20
2017-12-02 19:11:57,2017-12-02 19:15:06,179,31741,31919,179,65,52,46,16
2017-12-02 19:15:06,2017-12-02 19:22:30,404,31919,32322,404,4,145,152,103
2017-12-02 19:32:24,2017-12-02 19:33:22,59,32335,32393,59,1,22,11,25
2017-12-02 19:33:40,2017-12-02 19:34:42,63,32411,32473,63,6,31,13,13
2017-12-02 19:34:42,2017-12-02 19:37:13,152,32473,32624,152,8,54,47,43
2017-12-02 19:37:37,2017-12-02 19:55:02,986,32648,33633,986,19,372,370,225
2017-12-02 19:55:02,2017-12-02 19:57:49,159,33633,33791,159,2,54,62,41
2017-12-02 20:28:29,2017-12-02 20:31:14,166,34156,34321,166,76,35,31,24
2017-12-02 20:31:14,2017-12-02 20:32:32,79,34321,34399,79,25,26,16,12
2017-12-02 20:32:35,2017-12-02 20:34:21,106,34402,34507,106,65,16,9,16
2017-12-02 20:34:21,2017-12-02 20:35:18,58,34507,34564,58,10,23,8,17
2017-12-02 20:35:18,2017-12-02 20:38:48,101,34564,34664,101,65,15,10,11
2017-12-02 20:38:48,2017-12-02 20:39:40,53,34664,34716,53,3,29,5,16
2017-12-02 20:39:40,2017-12-02 20:44:55,106,34716,34821,106,81,14,2,9
2017-12-02 20:44:55,2017-12-02 20:49:33,279,34821,35099,279,174,46,14,45
2017-12-02 20:49:33,2017-12-02 20:53:32,240,35099,35338,240,51,77,55,57
2017-12-02 20:53:32,2017-12-02 20:55:02,91,35338,35428,91,6,45,14,26
2017-12-02 20:55:02,2017-12-02 20:57:21,140,35428,35567,140,82,28,10,20
2017-12-02 20:57:21,2017-12-02 21:00:42,142,35567,35708,142,13,55,46,28
2017-12-02 21:00:42,2017-12-02 21:04:18,175,35708,35882,175,13,55,65,42
2017-12-02 21:04:18,2017-12-02 21:12:49,512,35882,36393,512,14,161,214,123
2017-12-02 21:12:49,2017-12-02 21:15:10,142,36393,36534,142,33,49,28,32
2017-12-02 21:15:10,2017-12-02 21:35:04,1133,36534,37666,1133,13,445,383,292
2017-12-02 21:35:04,2017-12-02 21:38:58,174,37666,37839,174,36,44,51,43
2017-12-02 21:39:25,2017-12-02 21:40:37,73,37866,37938,73,4,29,22,18
2017-12-02 21:40:37,2017-12-02 21:42:05,89,37938,38026,89,57,15,5,12
2017-12-02 21:42:46,2017-12-02 21:45:58,138,38067,38204,138,2,59,32,45
2017-12-02 21:45:58,2017-12-02 21:49:03,186,38204,38389,186,62,50,33,41
2017-12-02 22:43:06,2017-12-02 22:50:34,366,40763,41128,366,49,140,90,87
2017-12-02 22:55:01,2017-12-02 23:00:51,304,41359,41662,304,26,76,135,67
2017-12-02 23:00:51,2017-12-02 23:05:43,225,41662,41886,225,1,89,49,86
2017-12-02 23:05:43,2017-12-02 23:18:08,489,41886,42374,489,13,195,135,146
2017-12-02 23:20:59,2017-12-02 23:27:02,268,42545,42812,268,3,129,50,86
2017-12-02 23:27:05,2017-12-02 23:32:11,305,42815,43119,305,43,140,45,77
2017-12-02 23:32:11,2017-12-02 23:32:50,40,43119,43158,40,7,11,4,18
2017-12-02 23:32:50,2017-12-02 23:39:05,295,43158,43452,295,24,104,99,68
2017-12-02 23:39:42,2017-12-02 23:40:54,73,43489,43561,73,4,39,9,21
2017-12-02 23:40:54,2017-12-02 23:46:45,350,43561,43910,350,14,142,98,96
2017-12-02 23:46:45,2017-12-02 23:47:11,27,43910,43936,27,6,8,3,10
2017-12-02 23:47:11,2017-12-02 23:48:06,56,43936,43991,56,23,19,3,11
2017-12-02 23:48:06,2017-12-02 23:48:52,47,43991,44037,47,6,11,16,14
2017-12-02 23:49:08,2017-12-02 23:51:51,84,44053,44136,84,2,27,29,26
2017-12-02 23:51:51,2017-12-02 23:53:21,50,44136,44185,50,6,23,6,15
2017-12-02 23:53:21,2017-12-03 00:00:28,374,44185,44558,374,168,106,42,58
2017-12-03 09:56:25,2017-12-03 09:58:23,119,46017,46135,119,39,32,15,33
2017-12-03 09:58:23,2017-12-03 09:58:52,30,46135,46164,30,11,7,4,8
2017-12-03 09:59:06,2017-12-03 10:00:19,74,46178,46251,74,31,16,17,10
2017-12-03 10:00:31,2017-12-03 10:03:53,24,46263,46286,24,11,4,6,3
2017-12-03 10:03:53,2017-12-03 10:06:11,128,46286,46413,128,99,12,8,9
2017-12-03 10:06:11,2017-12-03 10:06:46,36,46413,46448,36,12,4,11,9
2017-12-03 10:07:27,2017-12-03 10:10:40,194,46489,46682,194,71,69,19,35
2017-12-03 10:10:40,2017-12-03 10:14:15,175,46682,46856,175,55,54,27,39
2017-12-03 10:14:15,2017-12-03 10:14:57,23,46856,46878,23,1,6,9,7
2017-12-03 10:15:37,2017-12-03 10:17:05,50,46908,46957,50,2,10,30,8
2017-12-03 10:17:05,2017-12-03 10:22:26,239,46957,47195,239,3,5,222,9
2017-12-03 10:24:55,2017-12-03 10:27:51,152,47299,47450,152,90,17,42,3
2017-12-03 10:27:51,2017-12-03 10:28:22,32,47450,47481,32,2,15,5,10
2017-12-03 10:28:22,2017-12-03 10:29:53,50,47481,47530,50,3,28,5,14
2017-12-03 10:29:53,2017-12-03 10:32:58,104,47530,47633,104,67,18,6,13
2017-12-03 10:32:58,2017-12-03 10:39:33,396,47633,48028,396,57,147,61,131
2017-12-03 10:40:04,2017-12-03 10:40:35,32,48059,48090,32,6,12,2,12
2017-12-03 10:40:35,2017-12-03 10:42:15,101,48090,48190,101,4,22,34,41
2017-12-03 10:42:15,2017-12-03 10:44:33,139,48190,48328,139,40,40,32,27
2017-12-03 10:44:33,2017-12-03 10:47:19,167,48328,48494,167,62,26,53,26
2017-12-03 10:47:19,2017-12-03 10:50:26,188,48494,48681,188,59,34,48,47
2017-12-03 10:50:26,2017-12-03 10:51:53,88,48681,48768,88,39,18,9,22
2017-12-03 11:05:22,2017-12-03 11:06:34,73,48843,48915,73,33,22,5,13
2017-12-03 11:06:34,2017-12-03 11:08:08,95,48915,49009,95,6,38,31,20
2017-12-03 11:08:08,2017-12-03 11:09:51,104,49009,49112,104,54,27,1,22
2017-12-03 11:09:51,2017-12-03 11:13:32,222,49112,49333,222,18,83,45,76
2017-12-03 11:13:41,2017-12-03 11:18:13,222,49342,49563,222,29,106,35,52
2017-12-03 11:18:13,2017-12-03 11:19:37,85,49563,49647,85,41,19,10,15
2017-12-03 11:19:37,2017-12-03 11:21:59,143,49647,49789,143,9,58,38,38
2017-12-03 11:21:59,2017-12-03 11:23:19,81,49789,49869,81,46,15,5,15
2017-12-03 11:23:19,2017-12-03 11:23:42,24,49869,49892,24,10,3,8,3
2017-12-03 11:36:40,2017-12-03 11:37:50,71,49971,50041,71,26,13,9,23
2017-12-03 11:39:09,2017-12-03 11:40:14,66,50120,50185,66,8,26,9,23
2017-12-03 11:41:06,2017-12-03 11:42:54,109,50237,50345,109,4,50,16,39
2017-12-03 11:42:54,2017-12-03 11:46:03,190,50345,50534,190,122,27,18,23
2017-12-03 11:46:03,2017-12-03 11:57:48,706,50534,51239,706,81,244,182,199
2017-12-03 11:57:48,2017-12-03 12:00:49,182,51239,51420,182,16,62,42,62
2017-12-03 13:23:30,2017-12-03 13:25:36,126,51530,51655,126,83,26,4,13
2017-12-03 13:25:40,2017-12-03 13:26:56,77,51659,51735,77,27,27,3,20
2017-12-03 13:26:56,2017-12-03 13:29:52,177,51735,51911,177,12,73,31,61
2017-12-03 13:29:52,2017-12-03 13:30:45,54,51911,51964,54,42,6,0,6
2017-12-03 13:30:48,2017-12-03 13:33:41,174,51967,52140,174,8,84,33,49
2017-12-03 14:00:51,2017-12-03 14:01:19,29,52217,52245,29,7,3,17,2
2017-12-03 14:01:19,2017-12-03 14:01:41,23,52245,52267,23,17,1,4,1
2017-12-03 14:01:49,2017-12-03 14:02:26,38,52275,52312,38,16,1,19,2
2017-12-03 14:02:26,2017-12-03 14:02:53,28,52312,52339,28,14,5,1,8
2017-12-03 14:02:53,2017-12-03 14:04:37,105,52339,52443,105,24,37,21,23
2017-12-03 14:04:37,2017-12-03 14:16:17,701,52443,53143,701,66,230,224,181
2017-12-03 14:16:17,2017-12-03 14:22:47,327,53143,53469,327,27,137,61,102
2017-12-03 14:22:47,2017-12-03 14:28:04,190,53469,53658,190,6,89,43,52
2017-12-03 14:28:04,2017-12-03 14:30:11,128,53658,53785,128,19,44,22,43
2017-12-03 14:30:11,2017-12-03 14:31:09,58,53785,53842,58,12,17,8,21
2017-12-03 14:31:09,2017-12-03 14:32:49,71,53842,53912,71,26,19,10,16
2017-12-03 14:32:49,2017-12-03 14:37:44,115,53912,54026,115,3,53,23,36
2017-12-03 14:37:44,2017-12-03 14:39:49,84,54026,54109,84,38,22,11,13
2017-12-03 14:39:49,2017-12-03 14:42:32,50,54109,54158,50,4,15,10,21
2017-12-03 14:42:32,2017-12-03 14:44:46,135,54158,54292,135,55,40,18,22
2017-12-03 15:16:08,2017-12-03 15:25:04,302,54465,54766,302,3,113,75,111
2017-12-03 15:25:04,2017-12-03 15:37:56,599,54766,55364,599,170,153,145,131
2017-12-03 15:37:56,2017-12-03 15:41:21,206,55364,55569,206,43,62,49,52
2017-12-03 15:41:21,2017-12-03 15:45:32,205,55569,55773,205,65,43,65,32
2017-12-03 15:45:32,2017-12-03 15:51:52,141,55773,55913,141,3,52,43,43
2017-12-03 15:51:52,2017-12-03 15:52:13,22,55913,55934,22,17,0,5,0
2017-12-03 15:52:13,2017-12-03 15:52:43,31,55934,55964,31,4,9,7,11
2017-12-03 15:53:49,2017-12-03 15:55:04,76,56030,56105,76,48,9,6,13
2017-12-03 15:55:04,2017-12-03 15:57:41,158,56105,56262,158,124,16,5,13
2017-12-03 16:00:05,2017-12-03 16:05:18,314,56405,56718,314,148,64,54,48
2017-12-03 16:05:18,2017-12-03 16:10:08,245,56718,56962,245,24,95,76,50
2017-12-03 16:10:24,2017-12-03 16:11:17,54,56978,57031,54,39,3,6,6
2017-12-03 16:11:17,2017-12-03 16:15:13,73,57031,57103,73,4,17,25,27
2017-12-03 16:15:13,2017-12-03 16:16:01,49,57103,57151,49,5,20,12,12
2017-12-03 16:40:21,2017-12-03 16:41:56,96,57219,57314,96,18,40,10,28
2017-12-03 16:41:56,2017-12-03 16:47:23,288,57314,57601,288,10,118,87,73
2017-12-03 16:47:23,2017-12-03 17:01:24,794,57601,58394,794,18,303,195,278
2017-12-03 17:01:24,2017-12-03 17:03:55,152,58394,58545,152,28,62,18,44
2017-12-03 17:03:55,2017-12-03 17:09:09,251,58545,58795,251,40,91,57,63
2017-12-03 17:09:09,2017-12-03 17:11:55,116,58795,58910,116,7,45,30,34
2017-12-03 17:33:04,2017-12-03 17:38:22,319,59274,59592,319,172,72,31,44
2017-12-03 17:38:22,2017-12-03 17:41:38,197,59592,59788,197,68,51,35,43
2017-12-03 17:41:38,2017-12-03 17:42:30,53,59788,59840,53,14,15,7,17
2017-12-03 17:42:30,2017-12-03 17:43:25,56,59840,59895,56,11,18,11,16
2017-12-03 17:43:25,2017-12-03 17:43:52,28,59895,59922,28,20,3,1,4
2017-12-03 17:44:07,2017-12-03 17:45:20,74,59937,60010,74,16,32,11,15
2017-12-03 17:45:20,2017-12-03 17:48:00,89,60010,60098,89,7,42,14,26
2017-12-03 17:48:35,2017-12-03 17:51:53,199,60133,60331,199,46,66,43,44
2017-12-03 17:51:53,2017-12-03 18:07:20,880,60331,61210,880,33,321,264,262
2017-12-03 18:07:20,2017-12-03 18:08:15,56,61210,61265,56,31,10,5,10
2017-12-03 18:08:23,2017-12-03 18:09:22,60,61273,61332,60,5,21,11,23
2017-12-03 18:09:27,2017-12-03 18:12:35,189,61337,61525,189,4,71,50,64
2017-12-03 18:12:48,2017-12-03 18:14:32,105,61538,61642,105,60,16,9,20
2017-12-03 18:14:36,2017-12-03 18:15:53,78,61646,61723,78,2,30,18,28
2017-12-03 18:15:53,2017-12-03 18:20:39,190,61723,61912,190,41,59,60,30
2017-12-03 18:20:43,2017-12-03 18:21:42,59,61916,61974,59,10,32,3,14
2017-12-03 18:21:55,2017-12-03 18:25:27,208,61986,62193,208,11,70,63,64
2017-12-03 18:25:27,2017-12-03 18:27:03,97,62193,62289,97,30,30,15,22
2017-12-03 18:27:03,2017-12-03 18:29:53,79,62289,62367,79,9,22,18,30
2017-12-03 18:45:30,2017-12-03 18:46:20,51,62439,62489,51,5,19,7,20
2017-12-03 18:46:20,2017-12-03 18:49:50,155,62489,62643,155,23,59,20,53
2017-12-03 18:49:50,2017-12-03 18:52:26,157,62643,62799,157,16,64,37,40
2017-12-03 18:52:26,2017-12-03 18:55:19,68,62799,62866,68,26,2,9,31
2017-12-03 18:55:19,2017-12-03 19:07:47,673,62866,63538,673,31,255,157,230
2017-12-03 19:07:47,2017-12-03 19:13:12,326,63538,63863,326,20,131,63,112
2017-12-03 19:13:12,2017-12-03 19:14:34,83,63863,63945,83,19,35,5,24
2017-12-03 19:14:34,2017-12-03 19:17:31,178,63945,64122,178,49,74,10,45
2017-12-03 19:17:31,2017-12-03 19:18:46,76,64122,64197,76,17,32,1,26
2017-12-03 19:18:46,2017-12-03 19:19:53,24,64197,64220,24,4,20,0,0
2017-12-03 19:19:53,2017-12-03 19:22:38,166,64220,64385,166,17,48,44,57
2017-12-03 19:22:38,2017-12-03 19:25:21,164,64385,64548,164,65,41,15,43
2017-12-03 19:25:21,2017-12-03 19:35:09,486,64548,65033,486,7,145,211,123
2017-12-03 19:35:09,2017-12-03 19:43:36,428,65033,65460,428,11,152,129,136
2017-12-03 19:44:20,2017-12-03 19:44:42,23,65504,65526,23,18,2,0,3
2017-12-03 19:45:14,2017-12-03 19:48:41,208,65558,65765,208,4,54,100,50
2017-12-03 19:48:41,2017-12-03 19:49:42,23,65765,65787,23,3,8,7,5
2017-12-03 19:49:42,2017-12-03 19:57:41,480,65787,66266,480,180,89,132,79
2017-12-03 19:59:35,2017-12-03 20:00:10,36,66380,66415,36,12,8,6,10
2017-12-03 20:00:17,2017-12-03 20:01:33,77,66422,66498,77,16,28,7,26
2017-12-03 20:01:33,2017-12-03 20:02:25,53,66498,66550,53,9,15,11,18
2017-12-03 20:02:25,2017-12-03 20:03:17,53,66550,66602,53,33,8,5,7
