起始时刻,结束时刻,原始开始索引,原始结束索引,运行时间,加速时间,减速时间,怠速时间,匀速时间,运行距离,最大速度,平均速度,行驶速度,速度标准偏差,最大加速度,加速度段平均加速度,最小减速度,减速段平均减速度,加速度标准偏差,怠速时间比,加速时间比,匀速时间比,减速时间比
2017-11-02 11:47:14,2017-11-02 11:53:05,4350,4666,317,136,64,6,111,4954.8639,73.6,51.51798107255521,52.68129032258065,20.994945707910787,1.8611,0.36682941176470585,-1.8889,-0.520828125,0.27550915535440174,0.01892744479495268,0.42902208201892744,0.3501577287066246,0.20189274447949526
2017-11-02 11:53:37,2017-11-02 11:54:58,4698,4779,82,45,17,6,14,730.5208,57.9,31.728048780487804,34.68933333333333,18.850852385287837,1.7778,0.4104933333333334,-5.8333,-1.0849529411764707,0.3173661388537049,0.07317073170731707,0.5487804878048781,0.17073170731707318,0.2073170731707317
2017-11-02 12:12:47,2017-11-02 12:16:45,5031,5269,239,86,66,15,72,2699.1539,58.3,39.905020920502096,42.76816143497758,14.24265902242177,2.1389,0.44121511627906973,-6.9722,-0.5723848484848485,0.37232215225920623,0.06276150627615062,0.3598326359832636,0.301255230125523,0.27615062761506276
2017-11-02 12:16:45,2017-11-02 12:27:20,5269,5732,464,179,131,9,145,8174.0124,72.7,45.82909482758621,46.8385462555066,13.713788147554238,2.5556,0.3639022346368715,-1.8889,-0.36874427480916033,0.32081407072088725,0.01939655172413793,0.3857758620689655,0.3125,0.2823275862068966
2017-11-02 14:11:06,2017-11-02 14:12:14,6409,6477,69,29,21,6,13,307.8751,31.8,14.807246376811593,16.479032258064514,10.352668295442706,2.6944,0.5354379310344828,-1.8611,-0.7301428571428572,0.5532610623862024,0.08695652173913043,0.42028985507246375,0.18840579710144928,0.30434782608695654
2017-11-02 14:12:14,2017-11-02 14:26:01,6477,7302,826,285,229,90,222,11114.8374,84.3,47.662953995157395,53.56408163265306,25.862910529975494,1.6944,0.39639578947368415,-3.6667,-0.492964192139738,0.30567039711484967,0.1089588377723971,0.3450363196125908,0.2687651331719128,0.2772397094430993
2017-11-02 14:26:01,2017-11-02 14:36:03,7302,7904,603,244,183,17,159,4494.4007,51.0,26.590713101160862,27.40888888888889,12.183223855391295,1.2222,0.3352684426229508,-1.7222,-0.4462639344262295,0.2032503130151943,0.028192371475953566,0.4046434494195688,0.263681592039801,0.3034825870646766
2017-11-02 14:39:28,2017-11-02 14:40:15,8109,8156,48,5,7,28,8,32.0603,7.2,2.2125,5.589473684210526,2.891559617451557,1.3333,0.42222,-0.6944,-0.30555714285714286,0.5157044812680999,0.5833333333333334,0.10416666666666667,0.16666666666666666,0.14583333333333334
2017-11-02 14:40:15,2017-11-02 14:48:50,8156,8671,516,161,165,28,162,2756.1784,34.7,18.460658914728683,19.559958932238196,7.91039028850313,1.1667,0.28191801242236025,-2.1389,-0.27575757575757576,0.1726461445733001,0.05426356589147287,0.312015503875969,0.313953488372093,0.31976744186046513
2017-11-02 15:15:09,2017-11-02 15:20:41,9172,9392,221,105,76,13,27,2763.5703,55.8,32.05610859728507,34.22415458937198,15.228138466397965,3.8333,0.6121723809523809,-5.7778,-0.7887434210526315,0.57947764997971,0.058823529411764705,0.4751131221719457,0.12217194570135746,0.3438914027149321
2017-11-02 15:20:41,2017-11-02 15:21:03,9392,9414,23,2,2,18,1,10.0344,3.6,0.5391304347826087,3.1,1.2216751280831886,0.7778,0.5,-0.6667,-0.5,0.39286852762724583,0.782608695652174,0.08695652173913043,0.043478260869565216,0.08695652173913043
2017-11-02 15:21:16,2017-11-02 15:21:40,9427,9451,25,6,7,3,9,53.6483,15.0,6.424000000000001,7.647619047619046,5.893024124618305,1.25,0.6944499999999999,-1.6389,-0.5714428571428571,0.4082550954979007,0.12,0.24,0.36,0.28
2017-11-02 15:21:53,2017-11-02 15:23:25,9464,9556,93,25,33,3,32,154.5395,8.4,4.875268817204301,5.0377777777777775,1.9319766805898955,1.7222,0.3877840000000001,-0.9444,-0.2904,0.32556778439110545,0.03225806451612903,0.26881720430107525,0.34408602150537637,0.3548387096774194
2017-11-02 17:42:21,2017-11-02 17:43:25,10047,10069,23,5,7,8,3,65.3637,10.3,4.017391304347826,6.6,3.8232128533131835,1.1389,0.5722400000000001,-0.7222,-0.3888857142857143,0.35223584854469314,0.34782608695652173,0.21739130434782608,0.13043478260869565,0.30434782608695654
2017-11-02 17:43:31,2017-11-02 17:43:57,10075,10101,27,8,7,6,6,35.0054,7.0,3.1370370370370373,4.234999999999999,2.346379887294164,0.6389,0.2986,-0.6667,-0.3531714285714286,0.22406970216557934,0.2222222222222222,0.2962962962962963,0.2222222222222222,0.25925925925925924
2017-11-03 09:07:31,2017-11-03 09:09:21,10395,10505,111,43,36,4,28,1123.8579,56.4,34.47387387387387,36.099999999999994,17.687492816377404,1.8333,0.5658906976744187,-3.25,-0.6836361111111111,0.48439977380649896,0.036036036036036036,0.38738738738738737,0.25225225225225223,0.32432432432432434
2017-11-03 09:09:21,2017-11-03 09:16:18,10505,10876,372,130,119,8,115,5842.4055,71.8,45.01908602150537,46.135261707988974,19.50361736364598,3.1944,0.5153823076923076,-4.4167,-0.5326798319327731,0.4724315236817678,0.021505376344086023,0.34946236559139787,0.30913978494623656,0.31989247311827956
2017-11-03 09:16:18,2017-11-03 09:18:33,10876,10985,110,46,45,10,9,1305.6878,50.5,24.73090909090909,27.47878787878788,14.413091306199165,1.8889,0.5307956521739131,-3.0278,-0.7567888888888887,0.4245277108905962,0.09090909090909091,0.41818181818181815,0.08181818181818182,0.4090909090909091
2017-11-03 09:21:39,2017-11-03 09:28:04,11169,11413,245,112,82,6,45,3970.5069,52.9,33.958775510204084,34.95756302521009,13.53093808202985,2.1111,0.4742080357142857,-2.4722,-0.6507439024390244,0.34621894003556486,0.024489795918367346,0.45714285714285713,0.1836734693877551,0.3346938775510204
2017-11-03 09:28:10,2017-11-03 09:29:42,11419,11511,93,4,5,17,67,111.5467,5.1,2.6193548387096772,3.2479999999999998,1.7091987739311816,0.4444,0.22915,-0.5,-0.19444,0.15773278035969568,0.1827956989247312,0.043010752688172046,0.7204301075268817,0.053763440860215055
2017-11-03 09:29:42,2017-11-03 09:32:28,11511,11659,149,47,60,19,23,1607.3475,55.6,25.96040268456376,29.985271317829458,15.352615847153311,2.3889,0.5431446808510638,-2.2222,-0.5393466666666666,0.4876970847139471,0.12751677852348994,0.31543624161073824,0.15436241610738255,0.40268456375838924
2017-11-03 09:33:20,2017-11-03 09:39:04,11711,12031,321,129,114,2,76,4673.0775,98.9,41.14236760124611,41.53050314465409,23.11588359498609,2.6667,0.4913868217054264,-4.2222,-0.6089166666666666,0.4217226553412809,0.006230529595015576,0.40186915887850466,0.2367601246105919,0.35514018691588783
2017-11-03 10:07:50,2017-11-03 10:08:12,12405,12427,23,5,5,10,3,29.4226,13.2,4.2,7.430769230769231,5.104632477198797,1.3056,0.71666,-1.1111,-0.72778,0.4553582578585789,0.43478260869565216,0.21739130434782608,0.13043478260869565,0.21739130434782608
2017-11-03 12:36:53,2017-11-03 12:39:38,12449,12614,166,55,51,16,44,1005.9252,37.0,20.234337349397588,22.542953020134227,10.749025121999875,1.25,0.43181454545454545,-1.5833,-0.4694960784313724,0.293381113165605,0.0963855421686747,0.3313253012048193,0.26506024096385544,0.3072289156626506
2017-11-03 17:38:10,2017-11-03 17:40:25,13350,13485,136,42,37,5,52,779.7571,27.5,18.698529411764707,19.56153846153846,6.364950150153837,2.4722,0.35383333333333333,-1.5,-0.4054,0.3909625368283412,0.03676470588235294,0.3088235294117647,0.38235294117647056,0.27205882352941174
2017-11-03 18:40:19,2017-11-03 18:40:50,13507,13538,32,1,2,22,7,60.8219,2.8,0.640625,2.2777777777777772,1.0487655954471182,0.7778,0.7778,-0.6111,-0.3611,0.0,0.6875,0.03125,0.21875,0.0625
2017-11-03 18:40:50,2017-11-03 18:41:50,13538,13596,59,5,13,8,33,126.2467,8.6,3.342372881355932,3.944,2.087252226867238,1.3333,0.8111,-1.3333,-0.2628153846153846,0.5511664131639372,0.13559322033898305,0.0847457627118644,0.559322033898305,0.22033898305084745
2017-11-03 18:41:56,2017-11-03 18:58:25,13602,14549,948,323,277,4,344,14360.2566,68.3,51.78154008438819,52.05609756097561,9.42671096239899,2.5833,0.27218544891640867,-4.5,-0.3356386281588447,0.21150207098240062,0.004219409282700422,0.3407172995780591,0.3628691983122363,0.2921940928270042
2017-11-03 18:58:25,2017-11-03 19:03:01,14549,14825,277,95,76,24,82,2467.1036,50.9,31.82129963898917,34.9781746031746,14.381064484109757,0.75,0.29444000000000004,-3.9722,-0.37499210526315785,0.14486830659367544,0.08664259927797834,0.34296028880866425,0.296028880866426,0.2743682310469314
2017-11-03 19:03:01,2017-11-03 19:12:05,14825,15198,374,129,106,40,99,4545.6619,54.5,35.25133689839572,39.591591591591595,15.726541688795166,1.1667,0.3079201550387597,-1.5278,-0.3267801886792453,0.20554053636837863,0.10695187165775401,0.3449197860962567,0.2647058823529412,0.28342245989304815
2017-11-03 19:12:05,2017-11-03 19:14:06,15198,15282,85,20,3,58,4,449.2217,37.8,7.190588235294117,23.507692307692306,11.983824649138041,1.6667,0.5527949999999999,-0.4167,-0.28706666666666664,0.3994943244113014,0.6823529411764706,0.23529411764705882,0.047058823529411764,0.03529411764705882
2017-11-03 19:14:06,2017-11-03 19:18:10,15282,15526,245,96,79,5,65,2161.0912,51.7,31.44775510204082,32.23723849372385,11.89255368096076,1.0833,0.31220625,-1.8889,-0.3737708860759494,0.17928565963288867,0.02040816326530612,0.39183673469387753,0.2653061224489796,0.3224489795918367
2017-11-03 19:18:10,2017-11-03 19:24:30,15526,15906,381,135,107,55,84,2985.7917,59.0,27.686614173228342,32.45723076923077,17.2261369445481,2.0,0.3419770370370371,-2.0278,-0.4389878504672897,0.27779044983765383,0.14435695538057744,0.3543307086614173,0.2204724409448819,0.28083989501312334
2017-11-03 19:24:30,2017-11-03 19:30:29,15906,16265,360,101,98,87,74,2312.2551,49.2,22.814444444444447,30.19558823529412,16.78831209767161,1.4722,0.35423762376237616,-3.1389,-0.3710306122448979,0.24099214835819244,0.24166666666666667,0.28055555555555556,0.20555555555555555,0.2722222222222222
2017-11-03 19:31:15,2017-11-03 19:33:15,16311,16431,121,46,42,5,28,588.9253,28.1,15.682644628099172,16.50086956521739,7.652555974813801,2.1111,0.4788673913043478,-2.1667,-0.5224952380952381,0.4491289753162215,0.04132231404958678,0.38016528925619836,0.23140495867768596,0.34710743801652894
2017-11-03 19:33:15,2017-11-03 19:36:24,16431,16620,190,62,47,44,37,1035.0078,45.9,18.637368421052628,24.421379310344825,15.633004139799116,2.0556,0.4534000000000001,-2.4444,-0.5957446808510639,0.3976641547839081,0.23157894736842105,0.3263157894736842,0.19473684210526315,0.24736842105263157
2017-11-03 19:41:37,2017-11-03 19:44:01,16657,16735,79,18,22,1,38,1785.4918,39.3,26.074683544303806,26.75194805194806,11.864128960371069,3.0278,0.8935166666666665,-6.7778,-1.726018181818182,0.970198295225684,0.012658227848101266,0.22784810126582278,0.4810126582278481,0.27848101265822783
2017-11-03 19:44:01,2017-11-03 19:44:54,16735,16772,38,6,10,12,10,602.9501,23.8,6.831578947368421,9.984615384615385,7.250577060470089,3.4444,1.7175666666666665,-5.1667,-1.4194499999999999,1.322675941667749,0.3157894736842105,0.15789473684210525,0.2631578947368421,0.2631578947368421
2017-11-03 19:44:54,2017-11-03 19:45:50,16772,16808,37,11,18,3,5,592.0284,34.5,12.864864864864865,14.000000000000002,9.984104483745268,3.0833,0.8484727272727273,-3.1667,-0.6728333333333334,0.8829068377704514,0.08108108108108109,0.2972972972972973,0.13513513513513514,0.4864864864864865
2017-11-03 19:47:06,2017-11-03 19:51:54,16845,17099,255,85,73,45,52,3346.3671,49.3,25.315294117647053,30.887081339712918,15.314427651822905,3.0,0.459144705882353,-4.9444,-0.6095917808219178,0.4725438015741636,0.17647058823529413,0.3333333333333333,0.20392156862745098,0.28627450980392155
2017-11-03 19:51:54,2017-11-03 19:54:34,17099,17259,161,49,42,8,62,1795.1594,54.8,39.298136645962735,41.625,13.859065048054692,3.3333,0.41553673469387753,-1.9722,-0.4755190476190477,0.5393094568882653,0.049689440993788817,0.30434782608695654,0.38509316770186336,0.2608695652173913
2017-11-03 19:54:55,2017-11-03 19:55:57,17280,17342,63,24,25,6,8,255.1301,25.9,14.139682539682541,15.907142857142857,8.224266604866116,1.25,0.5439791666666667,-1.3056,-0.525556,0.38862177206252163,0.09523809523809523,0.38095238095238093,0.12698412698412698,0.3968253968253968
2017-11-03 19:55:57,2017-11-03 19:56:36,17342,17381,40,10,8,16,6,77.7578,22.2,6.0075,10.447826086956521,7.611643830006222,1.4167,0.7277800000000001,-2.9722,-0.9131875,0.3879759666096171,0.4,0.25,0.15,0.2
2017-11-03 19:56:36,2017-11-03 20:05:26,17381,17911,531,212,182,10,127,5403.3838,52.6,35.60941619585687,36.362692307692306,11.890172961515576,2.5833,0.391902358490566,-2.3056,-0.4586395604395605,0.366874813216457,0.018832391713747645,0.3992467043314501,0.2391713747645951,0.3427495291902072
2017-11-03 20:05:26,2017-11-03 20:07:51,17911,18056,146,40,46,27,33,944.7185,41.0,22.280821917808215,27.56779661016949,13.54997042912408,1.5556,0.4173625,-1.1667,-0.3659413043478261,0.32942544675229435,0.18493150684931506,0.273972602739726,0.22602739726027396,0.3150684931506849
2017-11-03 20:07:51,2017-11-03 20:09:30,18056,18155,100,9,14,75,2,95.044,18.3,2.6620000000000004,11.091666666666667,5.401024594154952,1.1389,0.5648111111111112,-0.9444,-0.3551642857142857,0.3142820804804358,0.75,0.09,0.02,0.14
2017-11-03 20:09:30,2017-11-03 20:11:06,18155,18251,97,41,33,6,17,591.0013,42.2,21.197938144329896,22.846666666666664,13.318509827972525,1.3889,0.5101609756097562,-1.8333,-0.6262696969696969,0.3302351502172723,0.061855670103092786,0.422680412371134,0.17525773195876287,0.3402061855670103
2017-11-03 20:11:06,2017-11-03 20:11:39,18251,18284,34,17,6,2,9,308.7624,47.0,30.344117647058823,33.280645161290316,17.81540346758985,2.0556,0.7663294117647058,-4.0556,-2.1759166666666667,0.6750140172291849,0.058823529411764705,0.5,0.2647058823529412,0.17647058823529413
2017-11-03 20:11:39,2017-11-03 20:15:18,18284,18502,219,87,76,3,53,1702.6199,59.6,26.440639269406393,26.80787037037037,11.209876115517059,1.1389,0.38377816091954026,-2.3333,-0.5036539473684211,0.2726128323795008,0.0136986301369863,0.3972602739726027,0.2420091324200913,0.3470319634703196
2017-11-03 20:15:18,2017-11-03 20:20:29,18502,18810,309,123,91,7,88,3368.1607,57.9,37.29546925566343,38.159933774834435,13.419695457012216,2.2778,0.3913747967479675,-2.3333,-0.5384582417582418,0.27927817720192327,0.022653721682847898,0.39805825242718446,0.284789644012945,0.29449838187702265
2017-11-03 20:59:49,2017-11-03 21:06:45,18933,19269,337,126,76,39,96,4225.9276,64.3,36.56617210682492,41.490909090909085,16.81903810400882,1.3056,0.3101849206349206,-1.5278,-0.3373513157894737,0.2113947409251083,0.11572700296735905,0.37388724035608306,0.28486646884273,0.22551928783382788
2017-11-03 21:06:45,2017-11-03 21:09:03,19269,19407,139,37,32,61,9,749.4747,54.1,18.901438848920865,34.12077922077923,19.78008069037157,1.9444,0.44593513513513516,-1.3611,-0.5147625,0.3668195963020941,0.43884892086330934,0.26618705035971224,0.06474820143884892,0.2302158273381295
2017-11-03 21:09:03,2017-11-03 21:13:09,19407,19653,247,88,78,38,43,2235.4465,63.2,32.305263157894736,38.3625,19.32526287517699,2.7778,0.4438090909090909,-2.0278,-0.5014230769230769,0.39857734957541974,0.15384615384615385,0.3562753036437247,0.17408906882591094,0.3157894736842105
2017-11-03 21:13:09,2017-11-03 21:15:40,19653,19804,152,33,26,70,23,844.0173,56.9,19.34868421052632,36.30864197530864,22.49338088611172,0.9722,0.4873666666666667,-1.3889,-0.6047,0.24874087881099613,0.4605263157894737,0.21710526315789475,0.1513157894736842,0.17105263157894737
2017-11-03 21:15:58,2017-11-03 21:23:09,19822,20253,432,157,141,10,124,4339.0925,54.5,35.62013888888889,36.550831353919236,12.704933984262581,1.8056,0.35138025477707,-1.5833,-0.395390780141844,0.27127261702695427,0.023148148148148147,0.36342592592592593,0.28703703703703703,0.3263888888888889
2017-11-03 21:23:09,2017-11-03 21:23:30,20253,20274,22,5,6,7,4,45.8324,15.5,4.118181818181819,6.040000000000002,5.549743568819525,1.5556,0.8333400000000001,-1.4444,-0.7129666666666666,0.63312594165774,0.3181818181818182,0.22727272727272727,0.18181818181818182,0.2727272727272727
2017-11-03 21:23:37,2017-11-03 21:24:07,20281,20311,31,10,10,6,5,52.6358,14.0,5.077419354838709,6.558333333333333,3.9620457407269924,1.5,0.41666,-0.8056,-0.41111000000000003,0.4014732818009188,0.1935483870967742,0.3225806451612903,0.16129032258064516,0.3225806451612903
2017-11-03 21:24:07,2017-11-03 21:29:59,20311,20380,70,25,26,5,14,369.6188,27.9,16.138571428571424,17.651562499999997,7.3368099701643,1.6111,0.509988,-1.1944,-0.38781923076923075,0.4128588583684905,0.07142857142857142,0.35714285714285715,0.2,0.37142857142857144
2017-11-03 21:32:32,2017-11-03 21:33:49,20533,20610,78,27,23,18,10,235.2301,24.3,10.13205128205128,13.394915254237288,7.645225886426042,1.0,0.3991740740740741,-1.0833,-0.4722217391304348,0.2620675332701516,0.23076923076923078,0.34615384615384615,0.1282051282051282,0.2948717948717949
2017-11-03 21:33:49,2017-11-03 21:43:27,20610,21188,579,225,179,20,155,5816.809,62.3,34.80984455958549,36.119892473118284,14.667779690480112,2.5833,0.3413568888888889,-2.4167,-0.43435754189944137,0.29903907929505624,0.03454231433506045,0.38860103626943004,0.26770293609671847,0.30915371329879104
2017-11-03 21:43:48,2017-11-03 21:46:52,21209,21393,185,62,48,49,26,1285.597,53.7,23.694054054054053,32.46962962962963,18.165094851811897,1.7778,0.6061854838709676,-3.4444,-0.7870312500000001,0.39188462623281217,0.2648648648648649,0.33513513513513515,0.14054054054054055,0.2594594594594595
2017-11-03 21:46:52,2017-11-03 21:48:31,21393,21492,100,31,31,7,31,412.25,20.2,13.128000000000002,14.269565217391307,5.610705495890526,2.1389,0.38171935483870967,-1.1667,-0.3862096774193549,0.40074543741994517,0.07,0.31,0.31,0.31
2017-11-03 21:48:46,2017-11-03 21:49:36,21507,21557,51,13,15,12,11,171.874,23.9,10.743137254901962,14.418421052631581,9.607731363895658,1.3889,0.5299230769230769,-0.9167,-0.4574133333333333,0.43218985441170443,0.23529411764705882,0.2549019607843137,0.21568627450980393,0.29411764705882354
2017-11-03 21:50:05,2017-11-03 21:51:05,21586,21646,61,19,17,18,7,315.1674,37.1,17.942622950819672,26.05952380952381,14.440099942133289,2.5556,0.6008631578947368,-2.0833,-0.6732117647058823,0.6278191974433106,0.29508196721311475,0.3114754098360656,0.11475409836065574,0.2786885245901639
2017-11-03 21:51:05,2017-11-03 21:51:37,21646,21678,33,13,9,9,2,187.4254,41.2,17.493939393939392,25.099999999999998,15.470474689588944,3.4167,0.9423076923076923,-2.2222,-1.3611111111111112,1.1269389294763186,0.2727272727272727,0.3939393939393939,0.06060606060606061,0.2727272727272727
2017-11-03 21:51:37,2017-11-03 21:53:43,21678,21804,127,38,43,32,14,597.5254,35.3,15.225984251968507,20.571276595744685,12.32126315802377,2.2222,0.6513157894736842,-1.3611,-0.5704093023255814,0.4771497105002171,0.25196850393700787,0.2992125984251969,0.11023622047244094,0.33858267716535434
2017-11-03 21:53:43,2017-11-03 21:54:40,21804,21861,58,15,9,15,19,156.0545,28.8,8.268965517241378,11.419047619047618,10.736479982743074,1.8056,0.5888866666666667,-1.9444,-0.978388888888889,0.5579552386894063,0.25862068965517243,0.25862068965517243,0.3275862068965517,0.15517241379310345
2017-11-03 21:54:45,2017-11-03 21:58:03,21866,22064,199,74,56,3,66,1384.2906,46.9,23.48994974874372,23.849489795918362,15.100916404645393,1.5833,0.3851337837837838,-2.1667,-0.5129,0.2988691504939808,0.01507537688442211,0.37185929648241206,0.3316582914572864,0.2814070351758794
2017-11-03 21:58:03,2017-11-03 21:59:07,22064,22128,65,26,21,2,16,323.6923,29.2,16.355384615384615,17.14677419354839,7.6180917633869845,1.9444,0.6089692307692307,-2.3611,-0.7473571428571428,0.530771132424687,0.03076923076923077,0.4,0.24615384615384617,0.3230769230769231
2017-11-03 21:59:11,2017-11-03 22:00:40,22132,22221,90,32,29,5,24,547.3124,30.8,20.97555555555556,22.47380952380953,8.28924185838286,2.1111,0.399303125,-1.3889,-0.44348620689655166,0.421901468763452,0.05555555555555555,0.35555555555555557,0.26666666666666666,0.32222222222222224
2017-11-03 22:00:40,2017-11-03 22:04:44,22221,22465,245,89,89,8,59,1261.0524,28.9,16.090612244897958,16.70423728813559,6.722103376469883,1.8611,0.4054337078651685,-1.5278,-0.4066786516853933,0.31833555407342085,0.0326530612244898,0.363265306122449,0.24081632653061225,0.363265306122449
2017-11-03 22:04:44,2017-11-03 22:07:13,22465,22614,150,22,15,107,6,245.2984,28.2,5.325333333333333,19.01904761904762,9.342665261232748,1.4444,0.4179318181818182,-2.0,-0.6111,0.3936269933474773,0.7133333333333334,0.14666666666666667,0.04,0.1
2017-11-03 22:07:13,2017-11-03 22:08:55,22614,22716,103,39,39,10,15,609.719,35.7,20.23592233009708,22.41182795698924,10.9898246553206,1.7778,0.6289102564102566,-1.3333,-0.6274820512820514,0.3879828006191104,0.0970873786407767,0.3786407766990291,0.14563106796116504,0.3786407766990291
2017-11-03 22:08:55,2017-11-03 22:11:13,22716,22852,137,27,31,53,26,408.4361,28.2,8.981021897810217,14.82409638554217,8.759948402066641,1.7222,0.48456296296296303,-1.8333,-0.43279677419354845,0.38446327037547584,0.38686131386861317,0.19708029197080293,0.1897810218978102,0.22627737226277372
2017-11-03 22:11:35,2017-11-03 22:12:02,22874,22901,28,11,6,5,6,55.361,17.8,5.307142857142856,6.754545454545454,5.8305027145831865,1.3333,0.44443636363636363,-1.25,-0.8148166666666666,0.3896677129882004,0.17857142857142858,0.39285714285714285,0.21428571428571427,0.21428571428571427
2017-11-03 22:12:02,2017-11-03 22:13:56,22901,23015,115,44,38,6,27,538.5637,27.3,15.556521739130433,16.564814814814813,6.906939434871237,2.1389,0.35795681818181824,-1.4722,-0.41301052631578944,0.3293361945219485,0.05217391304347826,0.3826086956521739,0.23478260869565218,0.33043478260869563
2017-11-03 22:13:56,2017-11-03 22:14:23,23015,23042,28,1,3,22,2,8.0543,4.9,0.7321428571428571,4.1,1.6620053865020732,1.3611,1.3611,-0.6111,-0.4444666666666666,0.0,0.7857142857142857,0.03571428571428571,0.07142857142857142,0.10714285714285714
2017-11-03 22:14:38,2017-11-03 22:15:42,23057,23121,65,23,21,3,18,274.4617,23.5,13.964615384615385,14.880327868852458,6.72071031330652,1.3333,0.5241565217391305,-4.1111,-0.5674619047619048,0.36816035022563315,0.046153846153846156,0.35384615384615387,0.27692307692307694,0.3230769230769231
2017-11-03 22:15:42,2017-11-03 22:16:50,23121,23189,69,19,27,8,15,331.0591,29.0,14.571014492753624,16.481967213114753,9.498252183633815,2.6389,0.931278947368421,-1.4167,-0.659474074074074,0.8482375804369299,0.11594202898550725,0.2753623188405797,0.21739130434782608,0.391304347826087
2017-11-03 22:16:50,2017-11-03 22:19:15,23189,23334,146,29,15,77,25,434.6141,30.0,9.304794520547944,19.977941176470583,11.755880888930797,1.0833,0.3400310344827587,-3.4444,-0.6462933333333332,0.23365574662531732,0.5273972602739726,0.19863013698630136,0.17123287671232876,0.10273972602739725
2017-11-03 22:19:15,2017-11-03 22:21:10,23334,23449,116,24,12,71,9,347.8008,38.8,9.512931034482758,25.079545454545453,14.427416715180277,0.9167,0.45254583333333337,-2.3333,-0.9004583333333332,0.27198704409548097,0.6120689655172413,0.20689655172413793,0.07758620689655173,0.10344827586206896
2017-11-03 22:21:17,2017-11-03 22:24:44,23456,23663,208,73,68,28,39,1015.5068,47.6,16.748557692307692,19.462011173184358,14.881548340192507,2.1389,0.42883835616438354,-4.5556,-0.4640500000000001,0.37368672508984235,0.1346153846153846,0.35096153846153844,0.1875,0.3269230769230769
2017-11-03 22:24:44,2017-11-03 22:25:21,23663,23700,38,12,8,15,3,89.0152,24.9,7.64736842105263,13.20909090909091,8.85464412708688,1.0556,0.5763916666666667,-1.1111,-0.85765,0.286514256216251,0.39473684210526316,0.3157894736842105,0.07894736842105263,0.21052631578947367
